transaction_id,product_category,product_name,brand,payment_method,customer_type,store_location,quantity,unit_price,total_sales,purchase_date,restock_date
931,pet supplies,PowerMax Pro,Acme,credit card,VIP,456 Elm Avenue,55,460,25300,12/7/2025,5/12/2026
932,outdoor gear,UltraForce 2000,Thunderbolt,PayPal,VIP,789 Oak Lane,85,186,15810,6/4/2025,11/5/2025
933,office supplies,UltimateGizmo 3000,Acme,PayPal,VIP,123 Main Street,50,316,15800,11/20/2025,7/31/2025
934,clothing,PowerGadget 500,Acme,Venmo,VIP,123 Main Street,90,210,18900,8/22/2025,9/6/2025
935,kitchen appliances,UltraGadget X,Silverstone,Venmo,premium,123 Main Street,21,178,3738,8/2/2025,4/9/2026
936,sports equipment,GigaForce 9000,Evergreen,Venmo,premium,123 Main Street,40,202,8080,7/9/2025,8/3/2025
937,clothing,SuperNova X,Thunderbolt,PayPal,premium,456 Elm Avenue,38,417,15846,3/15/2026,9/6/2025
938,outdoor gear,UltimateGizmo 3000,Acme,credit card,basic,789 Oak Lane,20,325,6500,6/29/2025,8/25/2025
939,sports equipment,GigaMaster 100,Starlight,credit card,premium,456 Elm Avenue,46,386,17756,10/18/2025,7/14/2025
940,kitchen appliances,UltraGadget X,Acme,credit card,VIP,789 Oak Lane,68,73,4964,1/10/2026,1/22/2026
941,electronics,GigaMax Pro,Starlight,Venmo,premium,456 Elm Avenue,38,148,5624,2/28/2026,2/18/2026
942,toys,TechMaster 3000,Silverstone,Venmo,basic,456 Elm Avenue,49,179,8771,5/7/2026,10/14/2025
943,pet supplies,UltraForce 2000,Silverstone,Venmo,premium,456 Elm Avenue,46,304,13984,8/6/2025,10/2/2025
944,pet supplies,TechMaster 3000,Starlight,PayPal,premium,123 Main Street,98,5,490,11/3/2025,7/10/2025
945,outdoor gear,GigaMaster 100,Starlight,Venmo,basic,456 Elm Avenue,2,209,418,11/10/2025,12/19/2025
946,kitchen appliances,MegaGizmo X10,Starlight,Venmo,basic,789 Oak Lane,11,106,1166,7/7/2025,12/29/2025
947,toys,UltraGadget X,Silverstone,PayPal,VIP,123 Main Street,25,346,8650,4/11/2026,9/16/2025
948,outdoor gear,MegaGizmo X10,Evergreen,PayPal,VIP,789 Oak Lane,28,448,12544,1/6/2026,5/26/2025
949,sports equipment,TechNova Pro,Silverstone,PayPal,premium,123 Main Street,89,35,3115,1/27/2026,3/16/2026
950,clothing,UltraGadget X,Acme,Venmo,basic,789 Oak Lane,10,473,4730,5/13/2026,5/19/2025
951,clothing,UltraForce 2000,Thunderbolt,Venmo,premium,456 Elm Avenue,47,23,1081,6/1/2025,11/7/2025
952,kitchen appliances,GigaMax Pro,Evergreen,PayPal,VIP,789 Oak Lane,91,338,30758,2/27/2026,1/14/2026
953,home decor,TechBlaster 1000,Starlight,credit card,premium,123 Main Street,67,203,13601,11/13/2025,5/28/2025
954,sports equipment,GigaForce 9000,Thunderbolt,Venmo,VIP,456 Elm Avenue,35,89,3115,12/5/2025,3/11/2026
955,clothing,PowerMax Pro,Silverstone,credit card,basic,789 Oak Lane,5,496,2480,9/14/2025,9/9/2025
956,toys,UltraForce 2000,Silverstone,credit card,VIP,456 Elm Avenue,49,246,12054,10/16/2025,10/27/2025
957,clothing,GigaMaster 100,Silverstone,PayPal,VIP,123 Main Street,6,55,330,12/26/2025,4/27/2026
958,toys,UltraForce 2000,Silverstone,Venmo,basic,456 Elm Avenue,93,239,22227,1/18/2026,3/8/2026
959,home decor,SuperTech Pro 2000,Silverstone,Venmo,basic,789 Oak Lane,31,164,5084,5/8/2026,6/21/2025
960,beauty products,TechBlaster 1000,Acme,PayPal,basic,789 Oak Lane,15,76,1140,6/20/2025,4/23/2026
961,kitchen appliances,SuperTech Pro 2000,Silverstone,credit card,basic,456 Elm Avenue,56,425,23800,2/15/2026,4/4/2026
962,electronics,PowerTech 200,Thunderbolt,PayPal,basic,789 Oak Lane,86,108,9288,12/17/2025,11/27/2025
963,electronics,TechMaster 3000,Thunderbolt,Venmo,premium,789 Oak Lane,75,38,2850,4/21/2026,12/12/2025
964,kitchen appliances,PowerMax Pro,Thunderbolt,credit card,basic,789 Oak Lane,51,480,24480,5/14/2025,10/29/2025
965,beauty products,UltimaTech 5000,Starlight,credit card,premium,123 Main Street,39,325,12675,10/25/2025,8/15/2025
966,beauty products,GigaMax Pro,Starlight,credit card,premium,123 Main Street,37,364,13468,8/16/2025,7/4/2025
967,home decor,PowerMax Pro,Acme,PayPal,premium,456 Elm Avenue,28,460,12880,10/6/2025,9/7/2025
968,beauty products,PowerGadget 500,Silverstone,PayPal,basic,789 Oak Lane,24,424,10176,10/6/2025,3/9/2026
969,pet supplies,GigaForce 9000,Acme,Venmo,basic,456 Elm Avenue,27,417,11259,10/5/2025,7/9/2025
970,clothing,MegaDrive X10,Silverstone,PayPal,VIP,456 Elm Avenue,72,12,864,6/26/2025,10/6/2025
971,electronics,UltraGadget X,Silverstone,Venmo,basic,123 Main Street,25,474,11850,2/12/2026,2/23/2026
972,pet supplies,MegaDrive X10,Starlight,PayPal,basic,789 Oak Lane,57,203,11571,9/30/2025,9/7/2025
973,office supplies,GigaForce 9000,Evergreen,PayPal,premium,789 Oak Lane,83,165,13695,11/12/2025,11/24/2025
974,beauty products,UltimaTech 5000,Thunderbolt,credit card,premium,789 Oak Lane,76,390,29640,10/9/2025,11/24/2025
975,toys,TechBlaster 1000,Acme,PayPal,premium,789 Oak Lane,86,75,6450,1/24/2026,11/28/2025
976,sports equipment,MegaGizmo X10,Evergreen,credit card,VIP,789 Oak Lane,78,385,30030,7/15/2025,5/31/2025
977,kitchen appliances,UltimateGizmo 3000,Thunderbolt,credit card,VIP,456 Elm Avenue,8,349,2792,3/17/2026,3/8/2026
978,clothing,TechNova Pro,Thunderbolt,credit card,premium,789 Oak Lane,25,392,9800,10/30/2025,3/28/2026
979,office supplies,TechBlaster 1000,Starlight,Venmo,premium,123 Main Street,83,203,16849,10/20/2025,5/22/2025
980,electronics,TechBlaster 1000,Silverstone,Venmo,premium,123 Main Street,41,234,9594,7/31/2025,3/29/2026
981,clothing,GigaMaster 100,Acme,credit card,VIP,123 Main Street,88,412,36256,3/14/2026,1/21/2026
982,kitchen appliances,HyperDrive 500,Silverstone,credit card,VIP,456 Elm Avenue,33,472,15576,4/12/2026,12/8/2025
983,electronics,TechNova Pro,Silverstone,PayPal,basic,123 Main Street,44,179,7876,11/6/2025,3/19/2026
984,sports equipment,PowerMax Pro,Acme,credit card,premium,789 Oak Lane,13,221,2873,5/5/2026,6/16/2025
985,home decor,GigaMax Pro,Acme,credit card,basic,123 Main Street,49,173,8477,9/13/2025,1/2/2026
986,toys,GigaMaster 100,Silverstone,Venmo,basic,789 Oak Lane,23,199,4577,10/6/2025,7/2/2025
987,pet supplies,TechMaster 3000,Silverstone,Venmo,basic,123 Main Street,9,92,828,2/12/2026,4/6/2026
988,office supplies,GigaMaster 100,Thunderbolt,PayPal,basic,456 Elm Avenue,60,480,28800,4/5/2026,12/15/2025
989,electronics,UltraGadget X,Thunderbolt,Venmo,VIP,456 Elm Avenue,68,188,12784,9/21/2025,1/5/2026
990,kitchen appliances,PowerMax Pro,Acme,credit card,premium,456 Elm Avenue,12,64,768,8/4/2025,6/9/2025
991,toys,TechBlaster 1000,Starlight,credit card,VIP,456 Elm Avenue,59,493,29087,7/14/2025,12/3/2025
992,beauty products,MegaTech Pro,Thunderbolt,PayPal,basic,123 Main Street,77,103,7931,2/1/2026,1/24/2026
993,kitchen appliances,MegaDrive X10,Silverstone,credit card,VIP,456 Elm Avenue,31,239,7409,11/22/2025,6/29/2025
994,office supplies,MegaTech Pro,Thunderbolt,credit card,basic,456 Elm Avenue,9,224,2016,12/19/2025,4/13/2026
995,clothing,TechBlaster 1000,Acme,PayPal,premium,123 Main Street,62,314,19468,5/18/2025,8/30/2025
996,beauty products,MegaDrive X10,Silverstone,credit card,basic,123 Main Street,100,250,25000,2/15/2026,10/14/2025
997,home decor,TechNova Pro,Starlight,Venmo,basic,789 Oak Lane,75,464,34800,3/18/2026,7/27/2025
998,kitchen appliances,PowerMax Pro,Thunderbolt,credit card,premium,456 Elm Avenue,100,442,44200,10/11/2025,10/9/2025
999,beauty products,UltimaTech 5000,Acme,credit card,basic,789 Oak Lane,78,316,24648,3/28/2026,9/22/2025
1000,beauty products,TechBlaster 1000,Acme,PayPal,VIP,456 Elm Avenue,82,171,14022,3/5/2026,11/5/2025
